Semana,Id,Castellano,Italiano,También se acepta,OK (sí/no),Corrección,Comentario
5,bank:179,Nos gusta viajar.,Ci piace viaggiare.,,,,
5,bank:18,Los chicos juegan en el parque.,I ragazzi giocano nel parco.,I bambini giocano nel parco.,,,
5,bank:188,Mi marido y yo vivimos en Palermo.,Io e mio marito viviamo a Palermo.,Mio marito e io viviamo a Palermo. | Io e mio marito abitiamo a Palermo.,,,
5,bank:191,Mi hermana menor estudia medicina.,Mia sorella minore studia medicina.,La mia sorella minore studia medicina. | Mia sorella più piccola studia medicina.,,,
5,bank:195,Hoy como en casa de mis suegros.,Oggi mangio dai miei suoceri.,Oggi pranzo dai miei suoceri. | Oggi mangio a casa dei miei suoceri.,,,
5,bank:20,Vamos al supermercado.,Andiamo al supermercato.,,,,
5,bank:228,"Lo conozco bien, es un buen tipo.","Lo conosco bene, è un brav'uomo.","Lo conosco bene, è un bravo ragazzo. | Lo conosco bene, è una brava persona.",,,
5,bank:230,Le mando un mensaje a Carla.,Mando un messaggio a Carla.,Scrivo un messaggio a Carla.,,,
5,bank:254,El tren está por salir.,Il treno sta per partire.,,,,
5,bank:26,La oficina abre a las nueve.,L'ufficio apre alle nove.,,,,
5,bank:270,"Hablá más despacio, por favor.","Parla più piano, per favore.","Parla più lentamente, per favore.",,,
5,bank:271,"Cerrá la puerta, por favor.","Chiudi la porta, per favore.",,,,
5,bank:279,"Pasá y sentate, por favor.","Entra e siediti, per favore.","Entra e accomodati, per favore.",,,
5,bank:282,No pienso más en eso.,Non ci penso più.,,,,
5,bank:32,Tomo el colectivo todos los días.,Prendo l'autobus tutti i giorni.,Prendo l'autobus ogni giorno.,,,
5,bank:320,La reunión empieza en diez minutos.,La riunione comincia tra dieci minuti.,La riunione comincia fra dieci minuti. | La riunione inizia tra dieci minuti.,,,
5,bank:321,Vuelvo en media hora.,Torno tra mezz'ora.,Torno fra mezz'ora.,,,
5,bank:326,Nos vamos de vacaciones en agosto.,Andiamo in vacanza ad agosto.,Andiamo in vacanza in agosto.,,,
5,bank:33,¿Hablás italiano?,Parli italiano?,Parli l'italiano?,,,
5,bank:34,Hablo un poco de italiano.,Parlo un po' di italiano.,Parlo un po' d'italiano. | Parlo un po' l'italiano. | Parlo un po' italiano.,,,
5,bank:346,Me gusta más el té que el café.,Preferisco il tè al caffè.,Mi piace più il tè del caffè. | Mi piace più il tè che il caffè.,,,
5,bank:347,Prefiero quedarme en casa.,Preferisco restare a casa.,Preferisco rimanere a casa. | Preferisco stare a casa.,,,
5,bank:350,¿Conocés un buen restaurante por acá?,Conosci un buon ristorante qui vicino?,Conosci un buon ristorante da queste parti? | Conosci un buon ristorante qui?,,,
5,bank:395,¿Cuánto tardás en llegar a la oficina?,Quanto ci metti ad arrivare in ufficio?,Quanto ci metti per arrivare in ufficio?,,,
5,bank:41,Leo el diario en el desayuno.,Leggo il giornale a colazione.,Leggo il giornale durante la colazione.,,,
5,bank:42,Ella le escribe una carta a su madre.,Lei scrive una lettera a sua madre.,Scrive una lettera a sua madre.,,,
5,bank:422,Es necesario que terminemos hoy.,È necessario che finiamo oggi.,Bisogna che finiamo oggi.,,,
5,bank:423,Dudo que llegue a tiempo.,Dubito che arrivi in tempo.,,,,
5,bank:429,Ojalá mañana haga buen tiempo.,Speriamo che domani faccia bel tempo.,Spero che domani faccia bel tempo.,,,
5,bank:433,Prefiero que hablemos mañana.,Preferisco che parliamo domani.,Preferisco parlarne domani.,,,
5,bank:447,"Si llueve, nos quedamos en casa.","Se piove, restiamo a casa.","Se piove, rimaniamo a casa. | Se piove, stiamo a casa.",,,
5,bank:488,Sigo trabajando en el mismo lugar.,Continuo a lavorare nello stesso posto.,Lavoro ancora nello stesso posto.,,,
5,bank:49,Empiezo a trabajar a las ocho.,Comincio a lavorare alle otto.,Inizio a lavorare alle otto.,,,
5,bank:491,No lo veo desde hace meses.,Non lo vedo da mesi.,,,,
5,bank:5,Mi hermano trabaja en un banco.,Mio fratello lavora in una banca.,,,,
5,bank:513,Nos hacen falta dos sillas más.,Ci servono altre due sedie.,Ci servono due sedie in più. | Ci mancano due sedie.,,,
5,bank:518,Me toca a mí pagar.,Tocca a me pagare.,,,,
5,bank:522,La conferencia está por empezar.,La conferenza sta per cominciare.,La conferenza sta per iniziare.,,,
5,bank:526,"Cuanto más leo, menos entiendo.","Più leggo, meno capisco.",,,,
5,bank:539,"En cambio, mi hermana prefiere el campo.",Invece mia sorella preferisce la campagna.,Mia sorella invece preferisce la campagna.,,,
5,bank:542,Llamame cuando termines.,Chiamami quando finisci.,Chiamami quando hai finito. | Chiamami quando avrai finito.,,,
5,bank:562,Saludá a tu familia de mi parte.,Saluta la tua famiglia da parte mia.,Salutami la tua famiglia.,,,
5,bank:578,La desigualdad sigue creciendo.,La disuguaglianza continua a crescere.,La diseguaglianza continua a crescere.,,,
5,bank:586,"Si ves a Marco, saludalo de mi parte.","Se vedi Marco, salutalo da parte mia.",,,,
5,bank:6,Mis padres viven en Córdoba.,I miei genitori vivono a Córdoba.,I miei genitori abitano a Córdoba.,,,
5,bank:606,Llamá antes de venir.,Chiama prima di venire.,,,,
5,bank:611,Nos llevamos muy bien.,Andiamo molto d'accordo.,,,,
5,bank:612,Mi hermano y yo nos peleamos seguido.,Io e mio fratello litighiamo spesso.,Mio fratello e io litighiamo spesso.,,,
5,bank:616,¿Cuánto hace que no ves a tus padres?,Da quanto tempo non vedi i tuoi genitori?,Da quanto non vedi i tuoi genitori?,,,
5,bank:617,Busco a alguien que hable alemán.,Cerco qualcuno che parli tedesco.,Cerco qualcuno che parli il tedesco.,,,
5,bank:624,¿Creés en Dios?,Credi in Dio?,,,,
5,bank:625,No creo en los horóscopos.,Non credo agli oroscopi.,Non credo negli oroscopi.,,,
5,bank:63,Nos vemos mañana en la oficina.,Ci vediamo domani in ufficio.,,,,
5,bank:655,El primero que llegue abre la oficina.,Chi arriva per primo apre l'ufficio.,Il primo che arriva apre l'ufficio.,,,
5,bank:670,Se la pasa quejándose.,Passa il tempo a lamentarsi.,Non fa che lamentarsi. | Passa le giornate a lamentarsi.,,,
5,bank:70,El profesor explica la lección.,Il professore spiega la lezione.,,,,
5,bank:708,Ya no aguanto más a mi vecino.,Non sopporto più il mio vicino.,,,,
5,bank:709,Admiro a los que luchan por sus ideas.,Ammiro chi lotta per le proprie idee.,Ammiro quelli che lottano per le loro idee. | Ammiro coloro che lottano per le proprie idee.,,,
5,bank:71,No entiendo la pregunta.,Non capisco la domanda.,,,,
5,bank:720,"A medida que pasa el tiempo, entiendo más.","Man mano che passa il tempo, capisco di più.",Col passare del tempo capisco di più.,,,
5,bank:75,Conozco a tu hermano.,Conosco tuo fratello.,,,,
5,bank:76,Llamo a mi madre todos los domingos.,Chiamo mia madre ogni domenica.,Chiamo mia madre tutte le domeniche.,,,
5,bank:771,Quienes no conocen la historia están condenados a repetirla.,Chi non conosce la storia è condannato a ripeterla.,Coloro che non conoscono la storia sono condannati a ripeterla.,,,
5,bank:773,Prefiero no hablar del tema.,Preferisco non parlarne.,,,,
5,bank:78,Busco a mi perro.,Cerco il mio cane.,,,,
5,bank:782,La mayoría de la gente vota sin informarse.,La maggior parte della gente vota senza informarsi.,La maggioranza delle persone vota senza informarsi.,,,
5,bank:79,Veo a mis amigos el sábado.,Vedo i miei amici sabato.,Sabato vedo i miei amici.,,,
5,bank:803,"Según Vico, la historia avanza por ciclos.","Secondo Vico, la storia procede per cicli.","Secondo Vico, la storia avanza per cicli.",,,
5,bank:812,"Por lo visto, el acuerdo no satisfizo a nadie.","A quanto pare, l'accordo non ha soddisfatto nessuno.","A quanto pare, l'accordo non soddisfece nessuno.",,,
5,bank:829,"Después de tanto trabajo, se lo tiene bien merecido.","Dopo tanto lavoro, se lo merita proprio.","Dopo tanto lavoro, se l'è proprio meritato.",,,
5,bank:830,A ver si nos entendemos.,Vediamo di capirci.,Cerchiamo di capirci.,,,
5,bank:833,"Por mucho que lo niegue, las pruebas son claras.","Per quanto lo neghi, le prove sono chiare.","Per quanto lo neghi, le prove sono evidenti.",,,
5,bank:861,Todo parece indicar que la economía se recuperará.,Tutto lascia pensare che l'economia si riprenderà.,Tutto fa pensare che l'economia si riprenda. | Tutto fa pensare che l'economia si riprenderà. | Tutto lascia pensare che l'economia si riprenda.,,,
6,bank:102,¿Qué querés comer?,Cosa vuoi mangiare?,Che cosa vuoi mangiare? | Che vuoi mangiare?,,,
6,bank:103,Quiero una pizza y una cerveza.,Voglio una pizza e una birra.,Vorrei una pizza e una birra.,,,
6,bank:108,Voy a Roma en tren.,Vado a Roma in treno.,Vado a Roma col treno. | Vado a Roma con il treno.,,,
6,bank:109,Viajo a España en avión.,Vado in Spagna in aereo.,Viaggio in Spagna in aereo. | Vado in Spagna con l'aereo.,,,
6,bank:112,Ellos vienen de Nápoles.,Loro vengono da Napoli.,Vengono da Napoli.,,,
6,bank:138,Hacemos una pausa a las once.,Facciamo una pausa alle undici.,,,,
6,bank:140,¿Qué hacés el fin de semana?,Cosa fai nel fine settimana?,Cosa fai il fine settimana? | Che fai nel weekend? | Cosa fai nel weekend?,,,
6,bank:142,Tengo que trabajar hoy.,Oggi devo lavorare.,Devo lavorare oggi.,,,
6,bank:143,Tenemos que salir ya.,Dobbiamo uscire subito.,Dobbiamo uscire adesso. | Dobbiamo uscire ora.,,,
6,bank:144,Podemos ir mañana.,Possiamo andare domani.,Domani possiamo andare.,,,
6,bank:148,¿Cómo estás?,Come stai?,,,,
6,bank:163,En verano voy a la playa.,D'estate vado al mare.,In estate vado al mare.,,,
6,bank:164,Voy al centro a pie.,Vado in centro a piedi.,,,,
6,bank:169,Mi hija va a la escuela.,Mia figlia va a scuola.,,,,
6,bank:170,¿Querés un vaso de agua?,Vuoi un bicchiere d'acqua?,Vuoi un bicchiere di acqua?,,,
6,bank:177,A ella le gustan los gatos.,A lei piacciono i gatti.,Le piacciono i gatti.,,,
6,bank:19,Voy a la oficina en subte.,Vado in ufficio in metropolitana.,Vado in ufficio con la metropolitana. | Vado in ufficio in metro.,,,
6,bank:21,Voy al médico mañana.,Domani vado dal medico.,Vado dal medico domani. | Domani vado dal dottore. | Vado dal dottore domani.,,,
6,bank:250,Estoy leyendo un libro de Calvino.,Sto leggendo un libro di Calvino.,,,,
6,bank:251,¿Qué estás haciendo?,Cosa stai facendo?,Che stai facendo? | Che cosa stai facendo?,,,
6,bank:252,Estamos trabajando en un proyecto nuevo.,Stiamo lavorando a un nuovo progetto.,Stiamo lavorando su un nuovo progetto. | Stiamo lavorando a un progetto nuovo.,,,
6,bank:274,Vení acá un momento.,Vieni qui un momento.,Vieni qua un momento. | Vieni qui un attimo.,,,
6,bank:280,"¿Vas al gimnasio? Sí, voy todos los días.","Vai in palestra? Sì, ci vado tutti i giorni.","Vai in palestra? Sì, ci vado ogni giorno.",,,
6,bank:324,¿Te puedo hacer una pregunta?,Posso farti una domanda?,Ti posso fare una domanda?,,,
6,bank:325,Tengo que irme.,Devo andare.,Devo andarmene. | Me ne devo andare. | Devo andare via.,,,
6,bank:348,¿Sabés dónde queda el Coliseo?,Sai dov'è il Colosseo?,Sai dove si trova il Colosseo?,,,
6,bank:349,No sé qué hacer.,Non so cosa fare.,Non so che fare. | Non so che cosa fare.,,,
6,bank:358,Mañana voy a la peluquería.,Domani vado dal parrucchiere.,Domani vado dalla parrucchiera. | Domani vado dal barbiere.,,,
6,bank:381,Mi prima y su novio vienen a cenar.,Mia cugina e il suo ragazzo vengono a cena.,Mia cugina e il suo fidanzato vengono a cena.,,,
6,bank:393,Para esto se necesita paciencia.,Per questo ci vuole pazienza.,Per questo serve pazienza. | Per questo occorre pazienza.,,,
6,bank:394,Se necesitan dos horas para llegar.,Ci vogliono due ore per arrivare.,Servono due ore per arrivare. | Occorrono due ore per arrivare.,,,
6,bank:40,Los lunes voy al gimnasio.,Il lunedì vado in palestra.,Di lunedì vado in palestra.,,,
6,bank:430,Puede que llueva esta tarde.,Può darsi che piova oggi pomeriggio.,Può darsi che piova questo pomeriggio. | È possibile che piova oggi pomeriggio.,,,
6,bank:432,Mi jefe quiere que trabaje el sábado.,Il mio capo vuole che io lavori sabato.,Il mio capo vuole che lavori sabato.,,,
6,bank:479,El informe tiene que ser entregado el lunes.,Il rapporto deve essere consegnato lunedì.,Il rapporto va consegnato lunedì.,,,
6,bank:489,Hace media hora que estoy esperando el colectivo.,Sto aspettando l'autobus da mezz'ora.,Aspetto l'autobus da mezz'ora. | È mezz'ora che aspetto l'autobus. | È mezz'ora che sto aspettando l'autobus.,,,
6,bank:535,"Por lo tanto, tenemos que cambiar el plan.",Quindi dobbiamo cambiare il piano.,"Perciò dobbiamo cambiare il piano. | Di conseguenza, dobbiamo cambiare il piano.",,,
6,bank:537,"Aunque estoy cansado, voy a salir.","Anche se sono stanco, esco.","Anche se sono stanco, uscirò. | Benché sia stanco, esco.",,,
6,bank:540,"Dado que no hay tiempo, lo hacemos mañana.","Dato che non c'è tempo, lo facciamo domani.","Visto che non c'è tempo, lo facciamo domani. | Siccome non c'è tempo, lo facciamo domani.",,,
6,bank:555,Estoy buscando laburo.,Sto cercando lavoro.,Sto cercando un lavoro.,,,
6,bank:559,Tenemos que cumplir con los plazos.,Dobbiamo rispettare le scadenze.,,,,
6,bank:56,Los italianos toman mucho café.,Gli italiani bevono molto caffè.,Gli italiani bevono tanto caffè.,,,
6,bank:57,Tomo mate con mis amigos.,Bevo il mate con i miei amici.,Bevo mate con i miei amici.,,,
6,bank:579,"Estoy leyendo Si esto es un hombre, de Primo Levi.","Sto leggendo Se questo è un uomo, di Primo Levi.",Sto leggendo Se questo è un uomo di Primo Levi.,,,
6,bank:605,No sé si tiene razón.,Non so se ha ragione.,Non so se abbia ragione.,,,
6,bank:607,"Después de comer, dormimos la siesta.","Dopo aver mangiato, facciamo un pisolino.","Dopo mangiato, facciamo un pisolino. | Dopo pranzo facciamo un riposino. | Dopo aver mangiato, abbiamo fatto un pisolino.",,,
6,bank:622,"Si me invitás, voy.","Se mi inviti, ci vado.","Se mi inviti, vengo.",,,
6,bank:623,"¿Vas a ir a la reunión? No, no voy.","Vai alla riunione? No, non ci vado.",,,,
6,bank:64,¿A qué hora te acostás?,A che ora vai a letto?,A che ora ti corichi? | A che ora vai a dormire?,,,
6,bank:649,"Por más que lo intento, no me sale.","Per quanto ci provi, non ci riesco.","Per quanto ci provi, non mi riesce.",,,
6,bank:65,Me ducho a la mañana.,Faccio la doccia la mattina.,Mi faccio la doccia la mattina. | Faccio la doccia di mattina.,,,
6,bank:661,Este formulario debe completarse a mano.,Questo modulo va compilato a mano.,Questo modulo deve essere compilato a mano.,,,
6,bank:662,Los documentos deben guardarse con cuidado.,I documenti vanno conservati con cura.,I documenti devono essere conservati con cura.,,,
6,bank:696,"Según algunos sociólogos, la familia está cambiando.","Secondo alcuni sociologi, la famiglia sta cambiando.",,,,
6,bank:699,"No es que no quiera, es que no puedo.","Non è che non voglia, è che non posso.","Non è che non voglio, è che non posso.",,,
6,bank:72,"¿Podés repetir, por favor?","Puoi ripetere, per favore?",,,,
6,bank:73,Quiero aprender italiano.,Voglio imparare l'italiano.,Voglio imparare italiano.,,,
6,bank:736,"Quedate tranquilo, está todo bajo control.","Stai tranquillo, è tutto sotto controllo.","Sta' tranquillo, è tutto sotto controllo.",,,
6,bank:74,Sé nadar pero no sé cocinar.,So nuotare ma non so cucinare.,So nuotare però non so cucinare.,,,
6,bank:747,¿Puedo ir con ustedes al cine?,Posso venire con voi al cinema?,,,,
6,bank:749,Traeme el diario cuando vengas.,Portami il giornale quando vieni.,,,,
6,bank:761,Me cuesta concentrarme en la oficina.,Faccio fatica a concentrarmi in ufficio.,Mi riesce difficile concentrarmi in ufficio.,,,
6,bank:770,"Quien mucho abarca, poco aprieta.",Chi troppo vuole nulla stringe.,,,,
6,bank:80,Quiero mucho a mi abuela.,Voglio molto bene a mia nonna.,Voglio tanto bene a mia nonna.,,,
6,bank:844,No hay mal que por bien no venga.,Non tutto il male viene per nuocere.,,,,
6,bank:97,Subo las escaleras.,Salgo le scale.,Faccio le scale.,,,
6,bank:98,Salgo de casa a las ocho.,Esco di casa alle otto.,Esco da casa alle otto.,,,
11,bank:200,Ayer fui al cine con Marta.,Ieri sono andato al cinema con Marta.,Ieri sono andata al cinema con Marta.,,,
11,bank:201,Anoche salí con mis compañeros de trabajo.,Ieri sera sono uscito con i miei colleghi.,Ieri sera sono uscita con i miei colleghi.,,,
11,bank:202,Mi hermana volvió de Italia la semana pasada.,Mia sorella è tornata dall'Italia la settimana scorsa.,Mia sorella è rientrata dall'Italia la settimana scorsa.,,,
11,bank:203,Llegamos tarde a la reunión.,Siamo arrivati tardi alla riunione.,Siamo arrivati in ritardo alla riunione. | Siamo arrivate tardi alla riunione. | Siamo arrivate in ritardo alla riunione.,,,
11,bank:204,Mi abuelo nació en Calabria.,Mio nonno è nato in Calabria.,,,,
11,bank:205,Borges murió en Ginebra en 1986.,Borges è morto a Ginevra nel 1986.,,,,
11,bank:206,Me quedé en casa todo el día.,Sono rimasto a casa tutto il giorno.,Sono rimasta a casa tutto il giorno. | Sono stato a casa tutto il giorno. | Sono stata a casa tutto il giorno.,,,
11,bank:208,Me gustó mucho la película.,Il film mi è piaciuto molto.,Mi è piaciuto molto il film. | Il film mi è piaciuto tanto.,,,
11,bank:209,Me gustaron las fotos.,Le foto mi sono piaciute.,Mi sono piaciute le foto.,,,
11,bank:210,Nos divertimos mucho en la fiesta.,Ci siamo divertiti molto alla festa.,Ci siamo divertite molto alla festa. | Ci siamo divertiti tanto alla festa.,,,
11,bank:213,Comí una pizza enorme.,Ho mangiato una pizza enorme.,,,,
11,bank:214,¿Leíste el mail del jefe?,Hai letto l'email del capo?,Hai letto la mail del capo?,,,
11,bank:215,Escribí el informe ayer.,Ho scritto il rapporto ieri.,Ieri ho scritto il rapporto. | Ho scritto la relazione ieri.,,,
11,bank:216,No hice nada el domingo.,Domenica non ho fatto niente.,Domenica non ho fatto nulla. | Non ho fatto niente domenica.,,,
11,bank:217,Vimos una exposición sobre el Renacimiento.,Abbiamo visto una mostra sul Rinascimento.,,,,
11,bank:218,Visité a mi abuela el domingo.,Domenica ho visitato mia nonna.,Ho visitato mia nonna domenica. | Domenica sono andato a trovare mia nonna. | Domenica sono andata a trovare mia nonna.,,,
11,bank:219,Ayer conocí a tu hermana.,Ieri ho conosciuto tua sorella.,,,,
11,bank:220,Llamé a Pedro pero no contestó.,Ho chiamato Pedro ma non ha risposto.,Ho chiamato Pedro però non ha risposto.,,,
11,bank:221,Invitamos a los vecinos a cenar.,Abbiamo invitato i vicini a cena.,Abbiamo invitato i vicini a cenare.,,,
11,bank:222,Ayudé a mi colega con el proyecto.,Ho aiutato il mio collega con il progetto.,Ho aiutato il mio collega col progetto. | Ho aiutato la mia collega con il progetto.,,,
11,bank:223,Compré el libro y lo leí en dos días.,Ho comprato il libro e l'ho letto in due giorni.,,,,
11,bank:224,Compré las entradas y las guardé en el cajón.,Ho comprato i biglietti e li ho messi nel cassetto.,,,,
11,bank:225,"¿Viste a Laura? Sí, la vi ayer.","Hai visto Laura? Sì, l'ho vista ieri.",,,,
11,bank:231,Le regalé un libro a mi papá.,Ho regalato un libro a mio padre.,Ho regalato un libro a mio papà. | Ho regalato un libro al mio papà.,,,
11,bank:232,Le dije la verdad a mi jefe.,Ho detto la verità al mio capo.,,,,
11,bank:233,A ella le dije que sí.,Le ho detto di sì.,A lei ho detto di sì.,,,
11,bank:234,A él le dije todo.,Gli ho detto tutto.,A lui ho detto tutto.,,,
11,bank:235,Les escribí un mail a los clientes.,Ho scritto un'email ai clienti.,Ho scritto una mail ai clienti.,,,
11,bank:260,Fui a Roma hace dos años.,Sono andato a Roma due anni fa.,Sono andata a Roma due anni fa.,,,
11,bank:261,Terminé la facultad hace un mes.,Ho finito l'università un mese fa.,,,,
11,bank:281,"¿Estuviste en Venecia? Sí, estuve el año pasado.","Sei stato a Venezia? Sì, ci sono stato l'anno scorso.","Sei stata a Venezia? Sì, ci sono stata l'anno scorso.",,,
11,bank:286,Compré pan y queso.,Ho comprato del pane e del formaggio.,Ho comprato pane e formaggio.,,,
11,bank:294,Nos mudamos a un departamento más grande.,Ci siamo trasferiti in un appartamento più grande.,Ci siamo trasferite in un appartamento più grande.,,,
11,bank:295,Me olvidé las llaves en casa.,Ho dimenticato le chiavi a casa.,Mi sono dimenticato le chiavi a casa. | Mi sono dimenticata le chiavi a casa. | Ho lasciato le chiavi a casa.,,,
11,bank:296,Me equivoqué de colectivo.,Ho sbagliato autobus.,Ho preso l'autobus sbagliato.,,,
11,bank:300,Terminé el trabajo temprano.,Ho finito il lavoro presto.,,,,
11,bank:301,Los precios subieron mucho.,I prezzi sono saliti molto.,I prezzi sono aumentati molto.,,,
11,bank:302,Subí al tren sin boleto.,Sono salito sul treno senza biglietto.,Sono salita sul treno senza biglietto.,,,
11,bank:306,Se volvió muy famoso.,È diventato molto famoso.,,,,
11,bank:307,Fue un día muy largo.,È stata una giornata molto lunga.,È stato un giorno molto lungo.,,,
11,bank:308,Estuve enfermo toda la semana.,Sono stato male tutta la settimana.,Sono stato malato tutta la settimana.,,,
11,bank:309,Tuve que trabajar el sábado.,Sabato ho dovuto lavorare.,Ho dovuto lavorare sabato.,,,
11,bank:311,Nuestros abuelos llegaron de Italia en 1920.,I nostri nonni sono arrivati dall'Italia nel 1920.,,,,
11,bank:313,Cristóbal Colón nació en Génova.,Cristoforo Colombo è nato a Genova.,,,,
11,bank:315,Dante escribió la Divina Comedia.,Dante ha scritto la Divina Commedia.,Dante scrisse la Divina Commedia.,,,
11,bank:316,Ayer leí un artículo sobre Gramsci.,Ieri ho letto un articolo su Gramsci.,,,,
11,bank:317,La reunión fue muy aburrida.,La riunione è stata molto noiosa.,,,,
11,bank:318,Le mandé el informe al cliente.,Ho mandato il rapporto al cliente.,Ho inviato il rapporto al cliente. | Ho mandato la relazione al cliente.,,,
11,bank:319,Mi jefe me dio un aumento.,Il mio capo mi ha dato un aumento.,,,,
11,bank:327,El verano pasado fuimos a Sicilia.,L'estate scorsa siamo andati in Sicilia.,L'estate scorsa siamo andate in Sicilia.,,,
11,bank:328,Me quedé una semana en Nápoles.,Sono rimasto una settimana a Napoli.,Sono rimasta una settimana a Napoli. | Sono stato una settimana a Napoli. | Sono stata una settimana a Napoli.,,,
11,bank:329,Dormimos en un hotel cerca del puerto.,Abbiamo dormito in un albergo vicino al porto.,Abbiamo dormito in un hotel vicino al porto.,,,
11,bank:330,Perdí el pasaporte en el aeropuerto.,Ho perso il passaporto all'aeroporto.,Ho perso il passaporto in aeroporto.,,,
11,bank:331,Reservé una mesa para las nueve.,Ho prenotato un tavolo per le nove.,,,,
11,bank:332,El mozo nos trajo la cuenta.,Il cameriere ci ha portato il conto.,,,,
11,bank:333,Pedimos dos platos de pasta.,Abbiamo ordinato due piatti di pasta.,Abbiamo preso due piatti di pasta.,,,
11,bank:335,Los chicos se fueron a dormir temprano.,I bambini sono andati a letto presto.,I ragazzi sono andati a dormire presto. | I bambini sono andati a dormire presto. | I ragazzi sono andati a letto presto.,,,
11,bank:336,Mi mujer se fue a trabajar.,Mia moglie è andata al lavoro.,Mia moglie è andata a lavorare.,,,
11,bank:337,¿Dónde pusiste mis anteojos?,Dove hai messo i miei occhiali?,,,,
11,bank:338,Encontré las llaves abajo del sillón.,Ho trovato le chiavi sotto il divano.,Ho trovato le chiavi sotto la poltrona.,,,
11,bank:339,¿Ya comiste?,Hai già mangiato?,,,,
11,bank:340,Todavía no terminé.,Non ho ancora finito.,,,,
11,bank:341,Nunca estuve en Italia.,Non sono mai stato in Italia.,Non sono mai stata in Italia.,,,
11,bank:342,Siempre quise ir a Sicilia.,Ho sempre voluto andare in Sicilia.,Sono sempre voluto andare in Sicilia. | Sono sempre voluta andare in Sicilia.,,,
11,bank:352,Nos conocimos en la facultad.,Ci siamo conosciuti all'università.,Ci siamo conosciute all'università.,,,
11,bank:357,Fuimos a lo de Giulia a cenar.,Siamo andati a cena da Giulia.,Siamo andati da Giulia a cena. | Siamo andate a cena da Giulia.,,,
11,bank:361,Esta mañana tomé el subte.,Stamattina ho preso la metropolitana.,Stamattina ho preso la metro. | Stamani ho preso la metropolitana.,,,
11,bank:363,Se cortó la luz en la oficina.,È andata via la luce in ufficio.,In ufficio è andata via la luce. | In ufficio è saltata la corrente.,,,
11,bank:365,Trabajé hasta tarde toda la semana.,Ho lavorato fino a tardi tutta la settimana.,,,,
11,bank:373,Ayer hizo mucho calor.,Ieri ha fatto molto caldo.,Ieri faceva molto caldo. | Ieri ha fatto tanto caldo.,,,
11,bank:375,¿Cuánto tiempo te quedaste en Roma?,Quanto tempo sei rimasto a Roma?,Quanto tempo sei rimasta a Roma? | Quanto tempo sei stato a Roma?,,,
11,bank:376,Llegué a Italia en marzo.,Sono arrivato in Italia a marzo.,Sono arrivata in Italia a marzo. | Sono arrivato in Italia in marzo.,,,
11,bank:383,Hablamos del viaje durante la cena.,Abbiamo parlato del viaggio durante la cena.,Abbiamo parlato del viaggio a cena.,,,
11,bank:384,Saqué muchas fotos en Roma.,Ho fatto molte foto a Roma.,Ho scattato molte foto a Roma. | Ho fatto tante foto a Roma.,,,
11,bank:385,Tomé una decisión importante.,Ho preso una decisione importante.,,,,
11,bank:386,Di un paseo por el centro.,Ho fatto una passeggiata in centro.,Ho fatto una passeggiata per il centro. | Ho fatto un giro in centro.,,,
11,bank:387,Hice la cola durante una hora.,Ho fatto la fila per un'ora.,Ho fatto la coda per un'ora.,,,
11,bank:392,Tardé una hora en llegar.,Ci ho messo un'ora ad arrivare.,Ci ho messo un'ora per arrivare. | Ho impiegato un'ora ad arrivare.,,,
11,bank:404,Fue un viaje buenísimo.,È stato un viaggio bellissimo.,È stato un viaggio fantastico.,,,
11,bank:405,¿Por qué no viniste ayer?,Perché non sei venuto ieri?,Perché non sei venuta ieri?,,,
11,bank:406,Mis amigos llegaron a las diez.,I miei amici sono arrivati alle dieci.,,,,
11,bank:407,¿A qué hora saliste de la oficina?,A che ora sei uscito dall'ufficio?,A che ora sei uscita dall'ufficio?,,,
11,bank:408,Mi abuela murió hace diez años.,Mia nonna è morta dieci anni fa.,,,,
11,bank:409,Las chicas volvieron tarde.,Le ragazze sono tornate tardi.,,,,
11,bank:410,¿Te gustó Florencia?,Ti è piaciuta Firenze?,,,,
11,bank:411,No me gustaron los ravioles.,Non mi sono piaciuti i ravioli.,,,,
11,bank:412,Nos quedamos sin nafta en la ruta.,Siamo rimasti senza benzina in autostrada.,Siamo rimasti senza benzina per strada. | Siamo rimaste senza benzina in autostrada.,,,
11,bank:413,Ayer me acosté muy tarde.,Ieri sono andato a letto molto tardi.,Ieri sono andata a letto molto tardi.,,,
11,bank:414,¿Viste a Juan en la fiesta?,Hai visto Juan alla festa?,,,,
11,bank:415,Esperé a mis amigos una hora.,Ho aspettato i miei amici per un'ora.,Ho aspettato i miei amici un'ora.,,,
11,bank:416,Saludé a la profesora en la calle.,Ho salutato la professoressa per strada.,Ho salutato la professoressa in strada.,,,
11,bank:454,Se lo dije ayer a Marco.,"Gliel'ho detto ieri, a Marco.",L'ho detto ieri a Marco.,,,
11,bank:455,Le mandé el informe a Carla y se lo expliqué.,Ho mandato il rapporto a Carla e gliel'ho spiegato.,,,,
11,bank:456,Mi hermano me pidió el auto y se lo presté.,Mio fratello mi ha chiesto la macchina e gliel'ho prestata.,,,,
11,bank:458,Nos lo contaron nuestros amigos.,Ce l'hanno raccontato i nostri amici.,Ce lo hanno raccontato i nostri amici.,,,
11,bank:464,Al final lo logramos.,Alla fine ce l'abbiamo fatta.,,,,
